"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"label"	"refLength"	"refMapping"	"abundance"	"gc"	"group"	"refGenes"	"assemblerGroup"	"normalized.misassemblies.per.MB"	"normalized.mismatches.per.100.kbp"	"cov"	"genomeFractionNormalized"
"suspicious_mcclintock_0"	223	0	0	0	0	276532	0	0	0	0	1791	2291	1322583	5169088	64.23	64.02	730	NA	599	NA	680	NA	1185	NA	0	0	0	1	"0 + 6 part"	1651	25.497	1.002	0	35.59	1.21	2417	2417	1744	4	0	2291	729	0	598	NA	682	NA	1188	NA	"1286_BG"	NA	5169088	435836	66.1089	NA	"uniq"	4216	"6"	0	2.6909464283149e-05	12.6473760941969	3.62979904522613e-05
"suspicious_mcclintock_0"	2	0	0	0	0	2815	0	0	0	0	19	1661	13400	5540799	66.08	68.35	723	NA	545	NA	7	NA	13	NA	0	0	0	0	"0 + 0 part"	0	0.241	1.002	0	336.65	0	26	26	17	0	0	1661	723	0	545	NA	7	NA	13	NA	"1286_BH"	NA	5540799	183286	25.8136	NA	"strain"	5166	"6"	0	0.0251231343283582	4.96190170406831	3.0568947368421e-07
"suspicious_mcclintock_0"	148	1	0	0	0	220309	7853	0	0	0	533	7853	482213	4881596	60.29	63.11	941	NA	669	NA	170	NA	323	NA	0	0	0	0	"0 + 0 part"	0	9.797	1.008	0	57.5	0.84	819	819	552	10	0	7853	941	0	669	NA	170	NA	323	NA	"1286_BI"	NA	4881596	285279	45.8914	NA	"strain"	4409	"6"	0	0.00011924191176928	8.76595482297183	1.80077315196998e-05
"suspicious_mcclintock_0"	1203	53	5	0	0	2370242	386522	60292	0	0	3554	14514	3996120	5870193	66.58	66.82	1207	"781"	764	NA	864	"1846"	1927	NA	1	1	827	0	"0 + 0 part"	0	67.071	1.015	0	17.42	0.3	6344	6345	4571	159	10	14514	1207	781	764	NA	864	"1846"	1927	NA	"1286_BJ"	NA	5870193	471911	62.6719	NA	"strain"	5203	"6"	0.25024273545339	4.35922845159805e-06	12.0586580373081	0.000126576225126618
"suspicious_mcclintock_0"	58	0	0	0	0	79343	0	0	0	0	291	3173	236579	4254354	60.64	60.54	809	NA	619	NA	102	NA	185	NA	0	0	0	0	"0 + 1 part"	438	5.529	1.004	0	136.03	0.85	439	439	302	2	0	3173	805	0	616	NA	103	NA	186	NA	"1286_BK"	NA	4254354	234744	43.1492	NA	"strain"	4100	"6"	0	0.000574987636265264	8.27660321637551	1.05051e-05
"suspicious_mcclintock_0"	60	0	0	0	0	73135	0	0	0	0	849	2613	589358	3333579	71.61	71.29	673	NA	571	NA	335	NA	573	NA	0	0	0	0	"0 + 1 part"	221	17.618	1.003	0	60.28	1.19	1156	1156	821	1	0	2613	673	0	570	NA	335	NA	574	NA	"1286_BL"	NA	3333579	323733	77.1999	NA	"uniq"	3076	"6"	0	0.000102280786890141	14.5669114186284	3.655994393404e-05
"suspicious_mcclintock_0"	1	0	0	0	0	1588	0	0	0	0	6	1588	6074	4001394	65.08	66.37	953	NA	809	NA	3	NA	5	NA	0	0	0	0	"0 + 0 part"	0	0.152	1.014	0	0	16.46	11	11	8	0	0	1588	946	0	809	NA	3	NA	5	NA	"1286_BN"	NA	4001394	283384	54.4062	NA	"strain"	3625	"6"	0	0	10.6231978155613	3.85066666666667e-07
"suspicious_mcclintock_0"	48	0	0	0	0	61686	0	0	0	0	361	2335	271024	5032034	69.5	69.5	727	NA	601	NA	136	NA	239	NA	0	0	0	0	"0 + 1 part"	59	5.373	1.002	0	133.52	0.74	509	509	360	1	0	2335	727	0	601	NA	136	NA	239	NA	"1286_BO"	NA	5032034	341636	53.1694	NA	"strain"	4683	"6"	0	0.000492650097408348	10.1838342109771	7.99698864265928e-06
"suspicious_mcclintock_0"	2	0	0	0	0	2621	0	0	0	0	46	1456	30309	3978453	67.82	67.58	649	NA	545	NA	19	NA	32	NA	0	0	0	0	"0 + 0 part"	0	0.762	1	0	857.86	13.2	68	68	42	0	0	1456	648	0	545	NA	19	NA	32	NA	"1286_BP"	NA	3978453	205044	40.8218	NA	"strain"	3701	"6"	0	0.0283038041505823	7.73079385379191	1.26226956521739e-06
"suspicious_mcclintock_0"	2	0	0	0	0	3510	0	0	0	0	66	2490	42928	5452632	67.53	68.9	623	NA	563	NA	28	NA	46	NA	0	0	0	0	"0 + 0 part"	0	0.787	1	0	97.86	0	85	85	56	1	0	2490	623	0	563	NA	28	NA	46	NA	"1286_BQ"	NA	5452632	297472	43.0643	NA	"uniq"	5089	"6"	0	0.00227963101006336	8.18335071943238	9.38437878787879e-07
"suspicious_mcclintock_0"	2	0	0	0	0	2569	0	0	0	0	109	1502	68943	5387355	66.23	65.3	608	NA	543	NA	47	NA	76	NA	0	0	0	0	"0 + 0 part"	0	1.28	1	0	17.41	0	147	147	99	0	0	1502	608	0	543	NA	47	NA	76	NA	"1286_BR"	NA	5387355	300025	44.2782	NA	"uniq"	4705	"6"	0	0.000252527450212494	8.35358909891774	1.50311926605505e-06
"suspicious_mcclintock_0"	3	1	0	0	0	9473	7242	0	0	0	137	7242	91268	3204003	66.12	66.84	605	NA	540	NA	54	NA	94	NA	0	0	0	0	"0 + 0 part"	0	2.848	1	0	12.05	0	180	180	128	1	1	7242	605	0	540	NA	54	NA	94	NA	"1286_BT"	NA	3204003	189719	46.5659	NA	"uniq"	2987	"6"	0	0.000132028750493053	8.88196733898189	5.92051386861314e-06
"suspicious_mcclintock_0"	5	0	0	0	0	5730	0	0	0	0	122	1527	77217	4585682	70.13	69.92	603	NA	541	NA	51	NA	85	NA	0	0	0	0	"0 + 0 part"	0	1.684	1	0	16.84	0	175	175	113	0	0	1527	603	0	541	NA	51	NA	85	NA	"1286_BX"	NA	4585682	258991	44.5174	NA	"uniq"	4411	"6"	0	0.000218086690754627	8.47172786948594	2.32447213114754e-06
"suspicious_mcclintock_0"	27	0	0	0	0	30424	0	0	0	0	496	1322	332975	3939915	36.36	36.69	663	NA	563	NA	202	NA	339	NA	0	0	0	0	"0 + 2 part"	206	8.442	1	0	44.5	1.5	639	639	448	0	0	1322	663	0	562	NA	202	NA	339	NA	"1286_BY"	NA	3939915	268828	54.2878	NA	"uniq"	3626	"6"	0	0.000133643666941963	10.2347893292114	1.43684201612903e-05
"suspicious_mcclintock_0"	59	0	0	0	0	77258	0	0	0	0	349	2731	265144	5320575	68.56	67.69	736	NA	591	NA	125	NA	227	NA	0	0	0	0	"0 + 1 part"	51	4.96	1.005	0	109.9	1.52	486	486	343	4	0	2731	736	0	591	NA	125	NA	227	NA	"1286_CA"	NA	5320575	292149	42.6203	NA	"strain"	4968	"6"	0	0.000414491747880397	8.23639362286971	7.04916905444126e-06
"suspicious_mcclintock_0"	5	0	0	0	0	5999	0	0	0	0	149	1600	97250	3961764	69.58	69.66	630	NA	555	NA	63	NA	104	NA	0	0	0	0	"0 + 0 part"	0	2.455	1	0	76.09	0	215	215	132	0	0	1600	630	0	555	NA	63	NA	104	NA	"1286_CB"	NA	3961764	177088	35.4787	NA	"strain"	3682	"6"	0	0.000782416452442159	6.70489206323244	4.04498322147651e-06
"suspicious_mcclintock_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1286_CC"	NA	4415253	133048	23.9728	NA	"uniq"	4179	"6"	NA	NA	4.52005808047693	NA
"suspicious_mcclintock_0"	32	0	0	0	0	41847	0	0	0	0	157	1895	128894	5166228	69.62	69.1	828	NA	655	NA	57	NA	101	NA	1	1	772	0	"0 + 1 part"	12	2.492	1.001	0	142.12	2.33	233	233	157	2	0	1895	828	0	648	NA	57	NA	102	NA	"1286_CD"	NA	5166228	257181	38.576	NA	"strain"	4835	"6"	7.75831303241423	0.00110261144816671	7.46717914888774	3.95545477707006e-06
"suspicious_mcclintock_0"	15	0	0	0	0	20094	0	0	0	0	234	2000	165002	4929488	60.22	60.26	687	NA	588	NA	93	NA	158	NA	0	0	0	0	"0 + 0 part"	0	3.343	1.001	0	304.64	0.61	333	333	229	1	0	2000	687	0	588	NA	93	NA	158	NA	"1286_CE"	NA	4929488	308745	48.6477	NA	"strain"	4684	"6"	0	0.00184628065114362	9.39483978863525	4.77591837606838e-06
"suspicious_mcclintock_0"	521	278	141	13	0	4001119	3343891	2337461	425521	0	576	47676	4040497	4045863	38.43	38.46	11354	"11354"	6668	"6668"	112	"112"	225	"225"	0	0	0	1	"0 + 0 part"	0	99.296	1.006	0	0.05	0	4126	4126	3582	422	45	47676	11354	11354	6668	"6668"	112	"112"	225	"225"	"1286_CF"	NA	4045863	994214	197.129	NA	"uniq"	3742	"6"	0	1.2374715288738e-08	36.8603929495388	0.00171175271111111
"suspicious_mcclintock_0"	29	0	0	0	0	33639	0	0	0	0	523	1502	353284	3821048	73.47	73.38	653	NA	568	NA	212	NA	357	NA	0	0	0	0	"0 + 1 part"	368	9.234	1	0	22.96	0	744	744	520	0	0	1502	653	0	568	NA	212	NA	357	NA	"1286_CG"	NA	3821048	267585	55.2582	NA	"uniq"	3617	"6"	0	6.49902061797308e-05	10.5043825672957	1.63033950286807e-05
"suspicious_mcclintock_0"	976	1	0	0	0	1319402	5073	0	0	0	4256	5073	3576861	6376752	62.2	62.16	856	"564"	650	NA	1485	"3526"	2692	NA	4	4	4813	3	"0 + 1 part"	58	55.721	1.007	0	10.1	0.2	6394	6394	4528	34	0	5073	855	564	650	NA	1487	"3529"	2695	NA	"1286_CH"	NA	6376752	717555	89.249	NA	"uniq"	5631	"6"	1.11829897779086	2.82370491892193e-06	16.8790083101868	7.29518289708646e-05
"suspicious_mcclintock_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1286_CI"	NA	4105549	136188	26.0341	NA	"strain"	3856	"6"	NA	NA	4.97575354721135	NA
"suspicious_mcclintock_0"	1358	0	0	0	0	1908277	0	0	0	0	4853	3669	4343299	6849062	71.02	70.89	925	"656"	690	NA	1632	"3245"	2996	NA	2	2	1945	4	"0 + 2 part"	31	62.899	1.008	0	8.73	0.02	7806	7806	5205	55	0	3669	924	656	689	NA	1633	"3246"	2997	NA	"1286_CJ"	NA	6849062	831153	96.6934	NA	"uniq"	6605	"6"	0.460479465033377	2.00999286487069e-06	18.2029232616087	8.15224438697713e-05
"suspicious_mcclintock_0"	2	0	0	0	0	2109	0	0	0	0	96	1109	58891	5115519	59.01	59.07	589	NA	537	NA	42	NA	68	NA	0	0	0	0	"0 + 0 part"	0	1.15	1.001	0	11.9	0	116	116	83	0	0	1109	589	0	537	NA	42	NA	68	NA	"1286_CK"	NA	5115519	280098	43.4714	NA	"uniq"	4608	"6"	0	0.000202068227742779	8.21318423409238	1.37760416666667e-06
"suspicious_mcclintock_0"	307	0	0	0	0	390469	0	0	0	0	1620	3035	1282356	2942136	70.55	70.4	796	NA	623	NA	590	NA	1045	NA	0	0	0	0	"0 + 3 part"	225	43.386	1.004	0	14.18	0	2505	2505	1787	3	0	3035	796	0	623	NA	590	NA	1045	NA	"1286_CL"	NA	2942136	288332	76.6265	NA	"uniq"	2829	"6"	0	1.10577717888012e-05	14.7001362275571	0.000116194135555556
"suspicious_mcclintock_0"	604	16	2	0	0	1011432	128165	29777	0	0	2419	19298	2256855	3804425	67.04	66.95	930	"607"	674	NA	726	"1771"	1445	NA	0	0	0	0	"0 + 0 part"	0	58.383	1.016	0	11.71	0.14	4028	4029	2818	55	2	19298	930	607	674	NA	726	"1771"	1445	NA	"1286_CM"	NA	3804425	854190	179.827	NA	"strain"	3530	"6"	0	5.18863639888252e-06	33.6788082298902	0.000140908420380322
"suspicious_mcclintock_0"	131	1	0	0	0	189338	5283	0	0	0	605	5283	507948	4982392	65.9	68.65	835	NA	638	NA	203	NA	380	NA	1	1	891	0	"0 + 1 part"	219	10.157	1.004	0	27.07	0.2	868	868	622	8	0	5283	830	0	637	NA	204	NA	381	NA	"1286_CN"	NA	4982392	524339	82.5237	NA	"strain"	4656	"6"	1.96870545803901	5.32928567491161e-05	15.785761136418	1.70520080991736e-05
"suspicious_mcclintock_0"	399	0	0	0	0	512300	0	0	0	0	2300	2694	1807402	4468800	36.1	36.12	795	NA	626	NA	842	NA	1489	NA	0	0	0	1	"0 + 0 part"	0	40.313	1.003	0	14.43	0	3246	3246	2314	12	0	2694	795	0	626	NA	842	NA	1489	NA	"1286_CO"	NA	4468800	415610	73.2802	NA	"uniq"	3879	"6"	0	7.98383536147465e-06	13.9503893662728	7.06581725652174e-05
"suspicious_mcclintock_0"	1054	1	0	0	0	1584721	5977	0	0	0	3014	5977	2959814	4135527	65.91	65.79	1046	"794"	739	NA	952	"1598"	1797	NA	0	0	0	1	"0 + 0 part"	0	70.596	1.014	0	6.27	0.21	4991	4991	3585	84	4	5977	1046	793	739	NA	952	"1599"	1797	NA	"1286_CQ"	NA	4135527	609080	114.904	NA	"uniq"	3824	"6"	0	2.11837635743327e-06	22.091984890922	0.000165354851227605
"suspicious_mcclintock_0"	411	0	0	0	0	538938	0	0	0	0	2155	2703	1719922	4219601	60.65	60.66	797	NA	625	NA	774	NA	1385	NA	1	1	1054	1	"0 + 3 part"	458	40.503	1.006	0	47.86	0.41	3237	3237	2228	3	0	2703	797	0	624	NA	774	NA	1387	NA	"1286_CR"	NA	4219601	421943	79.0985	NA	"strain"	4032	"6"	0.581421715635942	2.78268433103362e-05	14.9993921226201	7.61249656148492e-05
"suspicious_mcclintock_0"	27	0	0	0	0	33541	0	0	0	0	335	1704	231538	4313322	66.03	66.08	665	NA	563	NA	131	NA	226	NA	0	0	0	0	"0 + 1 part"	81	5.361	1.001	0	49.74	0.86	470	470	308	1	0	1704	665	0	563	NA	131	NA	226	NA	"1286_C"	NA	4313322	282862	52.2418	NA	"uniq"	3923	"6"	0	0.000214824348487073	9.83680328062686	8.57920029850746e-06
"suspicious_mcclintock_0"	529	0	0	0	0	757541	0	0	0	0	2254	3773	1923866	5749411	64.97	66.29	863	NA	639	NA	749	NA	1400	NA	0	0	0	0	"0 + 1 part"	159	33.163	1.009	0	8.92	0.1	3433	3433	2343	28	1	3773	862	0	639	NA	749	NA	1400	NA	"1286_E"	NA	5749411	825593	114.645	NA	"uniq"	5093	"6"	0	4.63649755232433e-06	21.5394150809535	4.87925718278616e-05
"suspicious_mcclintock_0"	0	0	0	0	0	0	0	0	0	0	1	919	919	3765909	60.61	66.87	919	NA	919	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.024	1	0	0	0	1	1	1	0	0	919	919	0	919	NA	1	NA	1	NA	"1286_F"	NA	3765909	300403	62.5854	NA	"strain"	3484	"6"	0	0	11.9653581645228	5.76e-08
"suspicious_mcclintock_0"	1	0	0	0	0	1079	0	0	0	0	140	1079	88004	5046934	57.68	57.3	620	NA	551	NA	61	NA	98	NA	0	0	0	0	"0 + 0 part"	0	1.744	1	0	14.77	0	192	192	124	0	0	1079	620	0	551	NA	61	NA	98	NA	"1286_H"	NA	5046934	287468	44.9881	NA	"uniq"	4757	"6"	0	0.000167833280305441	8.54384067633934	2.17252571428571e-06
"suspicious_mcclintock_0"	171	1	1	0	0	259578	13097	13097	0	0	644	13097	586043	4465775	69.25	69.61	942	NA	675	NA	206	NA	391	NA	0	0	0	0	"0 + 1 part"	75	13.077	1.003	0	127.06	1.71	1019	1019	710	14	0	13097	942	0	675	NA	206	NA	391	NA	"1286_I"	NA	4465775	334928	59.89	NA	"strain"	4100	"6"	0	0.000216810029298191	11.2498278574268	2.6554026242236e-05
"suspicious_mcclintock_0"	131	0	0	0	0	162164	0	0	0	0	1151	1822	843861	3809010	37.75	37.95	727	NA	594	NA	444	NA	765	NA	0	0	0	1	"0 + 1 part"	355	22.103	1.002	0	14.61	0	1603	1603	1152	3	0	1822	727	0	594	NA	444	NA	765	NA	"1286_K"	NA	3809010	302803	63.1338	NA	"uniq"	3444	"6"	0	1.73132778976632e-05	11.9244764387597	4.24450572545613e-05
"suspicious_mcclintock_0"	585	0	0	0	0	758495	0	0	0	0	3074	2536	2463617	5085900	63.72	63.57	809	NA	633	NA	1115	NA	1975	NA	0	0	0	3	"0 + 2 part"	125	48.151	1.006	0	11.8	0	4563	4563	3170	16	0	2536	809	0	633	NA	1115	NA	1976	NA	"1286_L"	NA	5085900	548562	84.9652	NA	"uniq"	4624	"6"	0	4.78970554270408e-06	16.1789063882499	7.54235133702017e-05
"suspicious_mcclintock_0"	1352	16	0	0	0	2563160	95961	0	0	0	2569	8128	3433769	3890842	68.31	68.14	1584	"1418"	992	"783"	684	"837"	1365	"1755"	0	0	0	0	"0 + 0 part"	0	86.65	1.018	0	8.07	0.03	5070	5070	3941	138	3	8128	1584	1418	992	"783"	684	"837"	1365	"1755"	"1286_M"	NA	3890842	707123	142.573	NA	"uniq"	3681	"6"	0	2.35018721410788e-06	27.2610530060074	0.000292262456208642
"suspicious_mcclintock_0"	663	0	0	0	0	912469	0	0	0	0	2516	3565	2198459	3600029	67.22	67.1	893	"623"	676	NA	861	"1804"	1571	NA	1	1	591	0	"0 + 2 part"	188	60.587	1.008	0	8.85	0	4035	4035	2846	27	0	3565	893	623	676	NA	862	"1804"	1571	NA	"1286_N"	NA	3600029	423260	92.1838	NA	"uniq"	3370	"6"	0.454864066148152	4.02554698541115e-06	17.6356912680426	0.000145897637877583
"suspicious_mcclintock_0"	244	0	0	0	0	356406	0	0	0	0	952	3830	842685	5993972	37.71	37.79	902	NA	662	NA	313	NA	586	NA	1	1	867	1	"0 + 2 part"	162	14.019	1.003	0	75.81	3.33	1364	1364	933	8	0	3830	901	0	662	NA	313	NA	586	NA	"1286_Q"	NA	5993972	461614	60.1061	NA	"strain"	5832	"6"	1.18668304289266	8.99624414816924e-05	11.5519558649924	2.06441555672269e-05
"suspicious_mcclintock_0"	1	0	0	0	0	1780	0	0	0	0	11	1780	7520	4759318	66.65	67.25	576	NA	553	NA	5	NA	8	NA	0	0	0	0	"0 + 1 part"	707	0.143	1	0	1276.78	14.68	17	17	11	0	0	1073	569	0	516	NA	6	NA	9	NA	"1286_T"	NA	4759318	89888	14.7667	NA	"strain"	4442	"6"	0	0.169784574468085	2.83301094820728	1.859e-07
"suspicious_mcclintock_0"	1096	9	0	0	0	1815452	51315	0	0	0	2607	6881	2879326	4001919	66.51	66.37	1232	"892"	808	NA	757	"1293"	1479	NA	0	0	0	0	"0 + 0 part"	0	70.831	1.016	0	10.97	0.14	4659	4659	3350	113	2	6881	1232	892	808	NA	757	"1293"	1479	NA	"1286_U"	NA	4001919	368785	72.7426	NA	"strain"	3632	"6"	0	3.80991940474958e-06	13.8228060088173	0.000192444593824319
"suspicious_mcclintock_0"	432	0	0	0	0	540443	0	0	0	0	2654	2697	2049402	6065072	47.07	47	773	NA	620	NA	988	NA	1730	NA	1	1	1197	0	"0 + 1 part"	80	33.695	1.003	0	14.92	0.29	3748	3748	2740	15	0	2697	772	0	620	NA	989	NA	1731	NA	"1286_V"	NA	6065072	535751	70.0596	NA	"uniq"	5155	"6"	0.487947215821981	7.28017246006396e-06	13.2500735358129	4.27789383948757e-05
"suspicious_mcclintock_0"	24	0	0	0	0	28608	0	0	0	0	474	1752	319095	4877329	61.96	61.88	665	NA	567	NA	193	NA	324	NA	0	0	0	0	"0 + 0 part"	0	6.538	1.001	0	26.03	0	628	628	448	0	0	1752	665	0	567	NA	193	NA	324	NA	"1286_W"	NA	4877329	320697	51.3636	NA	"uniq"	4356	"6"	0	8.15744527491813e-05	9.86288806844894	9.01802616033755e-06
"suspicious_mcclintock_0"	1	0	0	0	0	1172	0	0	0	0	101	1172	60711	4483623	70.41	69.42	592	NA	544	NA	45	NA	72	NA	0	0	0	0	"0 + 1 part"	51	1.353	1	0	19.78	0	134	134	90	0	0	1172	592	0	544	NA	45	NA	72	NA	"1286_X"	NA	4483623	245581	43.2045	NA	"uniq"	3981	"6"	0	0.000325805867141045	8.21593385527731	1.81248415841584e-06
"suspicious_mcclintock_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1287_AA"	NA	6473273	206283	25.1898	NA	"uniq"	6078	"6"	NA	NA	4.78003167794715	NA
"suspicious_mcclintock_0"	2	0	0	0	0	2903	0	0	0	0	4	1714	4243	4267604	68.49	67.96	1189	NA	750	NA	2	NA	3	NA	0	0	0	0	"0 + 0 part"	0	0.099	1	0	23.57	0	9	9	6	0	0	1714	1189	0	750	NA	2	NA	3	NA	"1287_AE"	NA	4267604	230689	42.6823	NA	"strain"	4129	"6"	0	0.00555503181711053	8.1083788467721	2.45025e-07
"suspicious_mcclintock_0"	3	0	0	0	0	3088	0	0	0	0	195	1044	122684	3563959	68.59	68.51	608	NA	547	NA	83	NA	137	NA	0	0	0	0	"0 + 0 part"	0	3.442	1	0	55.44	0	271	271	181	0	0	1044	608	0	547	NA	83	NA	137	NA	"1287_AF"	NA	3563959	161805	35.8402	NA	"strain"	3398	"6"	0	0.000451892667340484	6.81005308983633	6.07557128205128e-06
"suspicious_mcclintock_0"	2	0	0	0	0	2182	0	0	0	0	107	1178	67099	3866076	67.71	67.85	589	NA	550	NA	46	NA	75	NA	0	0	0	0	"0 + 0 part"	0	1.736	1	0	71.54	0	145	145	98	0	0	1178	589	0	550	NA	46	NA	75	NA	"1287_AG"	NA	3866076	232560	47.0867	NA	"uniq"	3753	"6"	0	0.00106618578518309	9.02310249462245	2.81653831775701e-06
"suspicious_mcclintock_0"	195	0	0	0	0	261575	0	0	0	0	1262	2801	978195	4797149	67.88	68.28	766	NA	607	NA	459	NA	820	NA	0	0	0	1	"0 + 0 part"	0	20.271	1.006	0	144.28	1.13	1830	1830	1265	5	0	2801	764	0	607	NA	460	NA	820	NA	"1287_AL"	NA	4797149	447736	73.015	NA	"strain"	4154	"6"	0	0.0001474961536299	14.0000654555445	3.25604945324881e-05
"suspicious_mcclintock_0"	1287	0	0	0	0	1749630	0	0	0	0	5227	4327	4486948	7586415	72.57	72.43	881	"599"	667	NA	1814	"3959"	3282	NA	1	1	511	0	"0 + 3 part"	116	58.721	1.007	0	7.48	0.02	7788	7788	5597	48	0	4327	881	599	667	NA	1814	"3960"	3282	NA	"1287_AN"	NA	7586415	488053	50.7372	NA	"strain"	6747	"6"	0.222868640331914	1.66705742968272e-06	9.6498741500432	6.59681622536828e-05
"suspicious_mcclintock_0"	2	0	0	0	0	3267	0	0	0	0	9	1976	9555	5869697	67.23	66.85	970	NA	854	NA	4	NA	7	NA	0	0	0	0	"0 + 0 part"	0	0.163	1	0	125.59	0	15	15	12	0	0	1976	970	0	854	NA	4	NA	7	NA	"1287_AO"	NA	5869697	198387	26.568	NA	"strain"	5184	"6"	0	0.0131439037153323	5.06977617413642	2.95211111111111e-07
"suspicious_mcclintock_0"	1902	2	0	0	0	2890318	10991	0	0	0	5101	5743	5149770	6705461	60.15	60.05	1088	"878"	757	"522"	1599	"2395"	3021	"4865"	4	4	3663	3	"0 + 3 part"	305	75.871	1.012	0	5.94	0.04	8645	8645	6043	101	1	5743	1086	877	757	"521"	1600	"2396"	3022	"4868"	"1287_AT"	NA	6705461	924642	109.266	NA	"uniq"	6584	"6"	0.776733718204891	1.15344957153426e-06	20.6840812287179	0.000112848630484219
"suspicious_mcclintock_0"	171	0	0	0	0	216121	0	0	0	0	1379	2515	1026373	3845859	72.3	72.06	729	NA	607	NA	525	NA	913	NA	0	0	0	0	"0 + 2 part"	1100	26.591	1.003	0	27.97	0.2	2064	2064	1428	2	0	2205	728	0	607	NA	527	NA	915	NA	"1287_AV"	NA	3845859	327108	68.1431	NA	"uniq"	3718	"6"	0	2.72513014274538e-05	12.7581900428487	5.12749297316896e-05
"suspicious_mcclintock_0"	0	0	0	0	0	0	0	0	0	0	1	598	598	4716820	61.87	68.75	598	NA	598	NA	1	NA	1	NA	1	1	598	0	"0 + 0 part"	0	0.013	1	0	0	0	1	1	1	0	0	417	417	0	83	NA	1	NA	2	NA	"1287_AW"	NA	4716820	462224	77.4099	NA	"strain"	4441	"6"	1672.24080267559	0	14.6992253255371	1.69e-08
"suspicious_mcclintock_0"	12	0	0	0	0	18761	0	0	0	0	74	2802	59509	5143223	67.76	66.95	752	NA	596	NA	25	NA	47	NA	0	0	0	0	"0 + 0 part"	0	1.147	1.009	0	101.69	0	115	115	70	1	0	2802	752	0	596	NA	25	NA	47	NA	"1287_BF"	NA	5143223	189036	28.7774	NA	"strain"	4827	"6"	0	0.00170881715370784	5.51315780007983	1.77785e-06
"suspicious_mcclintock_0"	1	0	0	0	0	2321	0	0	0	0	5	2321	4870	4785251	57.04	58.26	715	NA	706	NA	2	NA	3	NA	0	0	0	0	"0 + 0 part"	0	0.1	1.013	0	0	0	6	6	5	0	0	2321	715	0	706	NA	2	NA	3	NA	"1287_BG"	NA	4785251	551295	89.4966	NA	"strain"	4423	"6"	0	0	17.2810684329829	2e-07
"suspicious_mcclintock_0"	1542	7	0	0	0	2609202	41434	0	0	0	3159	6343	3783705	4407722	72.31	72.19	1347	"1180"	904	"712"	923	"1170"	1784	"2368"	2	2	2296	1	"0 + 2 part"	72	84.634	1.014	0	4.72	0.05	6050	6050	4562	100	0	6343	1347	1180	902	"712"	923	"1170"	1785	"2369"	"1287_BL"	NA	4407722	681933	123.915	NA	"uniq"	4226	"6"	0.528582434412831	1.24745454521428e-06	23.2069876457726	0.00022674624742007
"suspicious_mcclintock_0"	1413	2	0	0	0	2209806	13281	0	0	0	3609	7038	3769373	4784953	58.22	58.26	1135	"937"	793	"550"	1109	"1603"	2107	"3265"	0	0	0	0	"0 + 0 part"	0	77.42	1.018	0	25.4	0.11	6231	6231	4484	88	0	7038	1135	937	793	"550"	1109	"1603"	2107	"3265"	"1287_BM"	NA	4784953	166086	27.4555	NA	"strain"	4421	"6"	0	6.73852123416812e-06	5.20650882046281	0.00016608080908839
"suspicious_mcclintock_0"	827	0	0	0	0	1104708	0	0	0	0	3773	4893	3149265	5749658	59.69	59.63	847	"552"	656	NA	1339	"3252"	2401	NA	4	4	4144	2	"0 + 0 part"	0	54.401	1.007	0	12.98	0.32	5736	5736	3992	20	0	4893	846	552	656	NA	1340	"3255"	2403	NA	"1287_BR"	NA	5749658	630172	85.7905	NA	"uniq"	5603	"6"	1.2701376352895	4.12159662651444e-06	16.4402474025412	7.8438081129075e-05
