Assembly	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	Largest.contig	Total.length	Reference.length	GC....	Reference.GC....	N50	NG50	N75	NG75	L50	LG50	L75	LG75	X..misassemblies	X..misassembled.contigs	Misassembled.contigs.length	X..local.misassemblies	X..unaligned.contigs	Unaligned.length	Genome.fraction....	Duplication.ratio	X..N.s.per.100.kbp	X..mismatches.per.100.kbp	X..indels.per.100.kbp	X..predicted.genes..unique.	X..predicted.genes.....0.bp.	X..predicted.genes.....300.bp.	X..predicted.genes.....1500.bp.	X..predicted.genes.....3000.bp.	Largest.alignment	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	gid	refLength	refMapping	group	assemblerGroup	X..genes	cov
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1035930.011	2264253	113983	strain	5	NA	7,551033387
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1035930.029	2413510	2005302	strain	5	NA	124,629813
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1035930.032	2296439	660938	strain	5	NA	43,17149291
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1049056.011	3363445	3162133	strain	5	NA	141,0220622
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1049056.013	3524378	670459	strain	5	NA	28,53520536
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1049056.015	3374338	1602347	strain	5	NA	71,22939374
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1049056.031	3382970	149277	strain	5	NA	6,618902917
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1049056.039	3264668	21546	strain	5	NA	0,989962838
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1286_AP.008	3384405	409851	strain	5	NA	18,16498026
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1286_AP.026	3211060	1469507	strain	5	NA	68,64588329
Velour k31 c2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1286_AP.033	3098187	689246	strain	5	NA	33,37012905
Velour k31 c2.0	12	0	0	0	0	20500	0	0	0	0	28	2852	31887	3083256	47,56	46,67	1315	NA	859	NA	9	NA	16	NA	0	0	0	0	0 + 0 part	0	1,034	1	0	0	0	52	52	40	0	0	2852	1315	0	859	NA	9	NA	16	NA	evo_1286_AP.037	3083256	501952	strain	5	26 + 59 part	24,41989896
Ray k41	76	64	61	52	37	6594069	6570899	6550519	6398051	5872951	78	388914	6595363	6278004	66,53	66,49	206825	207862	95866	106830	12	11	24	22	31	22	2941992	1	0 + 1 part	247	95,089	1,105	0	0,17	0	5553	6109	5589	863	79	320636	141348	146111	74091	85344	17	16	33	30	1030752	6278004	4133072	uniq	4	11089 + 139 part	98,75125916
Ray k41	569	0	0	0	0	711989	0	0	0	0	3346	2535	2627425	4620491	62,12	62,12	793	564	633	NA	1251	2748	2181	NA	5	5	4818	1	0 + 2 part	90	54,213	1,049	0	10,86	0,04	5029	5033	3452	12	0	2535	793	563	633	NA	1252	2751	2183	NA	1030755	4620491	336727	uniq	4	1165 + 6376 part	10,93153303
Ray k41	799	364	141	10	0	4869382	3697284	2107925	295957	0	882	40174	4932025	4900391	41,3	41,31	8701	8724	4993	5069	180	178	365	360	8	8	32530	3	0 + 5 part	1690	98,263	1,024	0	7,04	0,1	4917	4934	4163	632	71	40174	8689	8705	4986	5041	180	178	365	361	1030836	4900391	579419	uniq	4	5312 + 979 part	17,73590107
Ray k41	3	0	0	0	0	4555	0	0	0	0	122	2286	74627	3289345	67,84	68,33	586	NA	529	NA	53	NA	86	NA	0	0	0	0	0 + 0 part	0	2,269	1	0	5,36	0	155	155	108	0	0	2286	586	0	529	NA	53	NA	86	NA	1030878	3289345	117951	uniq	4	18 + 297 part	5,378776018
Ray k41	96	80	76	65	51	7953921	7910251	7884628	7687789	7178327	96	364094	7953921	7281938	53,08	53,04	182338	195886	80606	106258	16	14	33	28	39	26	2089102	3	0 + 3 part	985	97,033	1,126	0	0,92	0,13	6044	6684	5873	1040	161	329062	157841	159951	73830	90702	18	16	37	31	1035900	7281938	4418897	uniq	4	8113 + 105 part	91,02447041
Ray k41	64	2	0	0	0	156290	14541	0	0	0	91	9487	175539	2199979	31,58	30,96	2509	NA	1562	NA	25	NA	46	NA	6	6	22239	1	0 + 0 part	0	7,692	1,041	0	155,43	2,36	252	254	187	11	1	8580	2492	0	1444	NA	26	NA	49	NA	1035930	2199979	220904	strain	4	103 + 92 part	15,06178014
Ray k41	692	1	0	0	0	892848	8967	0	0	0	3378	8967	2750927	4677460	40,64	40,62	825	583	648	NA	1227	2616	2168	NA	1	1	1215	0	0 + 3 part	9559	55,748	1,051	0	15,92	0,31	4735	4740	3420	17	0	3417	822	581	646	NA	1239	2633	2183	NA	1036539	4677460	349514	uniq	4	789 + 3926 part	11,20845502
Ray k41	23	20	19	18	14	2726177	2720727	2715682	2704392	2565135	24	642213	2726933	2659575	46,88	46,82	219096	219096	116759	116759	4	4	8	8	6	6	562512	0	0 + 2 part	294	99,096	1,035	0	0,34	0	2423	2500	2235	378	46	642187	196133	196133	102509	115566	4	4	9	8	1036554	2659575	8168678	uniq	4	5851 + 46 part	460,7133471
Ray k41	6	0	0	0	0	7626	0	0	0	0	189	1618	115272	3184472	61,5	61,56	574	NA	532	NA	81	NA	134	NA	1	1	1442	0	0 + 0 part	0	3,619	1,001	0	3,47	0	242	242	168	0	0	1618	574	0	532	NA	82	NA	134	NA	1036608	3184472	122192	uniq	4	31 + 547 part	5,755679434
Ray k41	358	0	0	0	0	447558	0	0	0	0	1882	2176	1498079	2638923	27,74	27,72	809	566	636	NA	694	1547	1220	NA	6	6	4982	0	0 + 1 part	78	54,18	1,048	0	10,21	0	2801	2805	1890	5	0	2176	807	564	633	NA	695	1550	1222	NA	1036641	2638923	191369	uniq	4	783 + 3676 part	10,87767623
Ray k41	0	0	0	0	0	0	0	0	0	0	1	516	516	4060624	35,27	30,58	516	NA	516	NA	1	NA	1	NA	0	0	0	0	0 + 0 part	0	0,013	1	0	0	0	1	1	1	0	0	516	516	0	516	NA	1	NA	1	NA	1036707	4060624	72323	uniq	4	0 + 1 part	2,671621406
Ray k41	0	0	0	0	0	0	0	0	0	0	2	518	1019	2032530	29,15	33,36	518	NA	501	NA	1	NA	2	NA	0	0	0	0	0 + 0 part	0	0,05	1	0	0	0	3	3	1	0	0	518	518	0	501	NA	1	NA	2	NA	1036728	2032530	37251	uniq	4	0 + 4 part	2,749110714
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036743	5216281	73921	uniq	4	NA	2,125681113
Ray k41	117	99	92	71	48	6715029	6676485	6625685	6275178	5422960	117	343346	6715029	6467702	54,93	54,95	107922	109681	59996	65126	20	19	41	38	18	18	1210936	3	0 + 0 part	0	99,628	1,042	0	0,37	0	5376	5606	5025	1031	143	343113	94001	109681	59185	62473	21	19	42	39	1036755	6467702	1342188	uniq	4	7161 + 134 part	31,12824308
Ray k41	9	0	0	0	0	10822	0	0	0	0	309	1552	193097	2431652	51,53	51,45	593	NA	541	NA	130	NA	216	NA	1	1	662	0	0 + 0 part	0	7,921	1,002	0	6,23	0	349	349	245	0	0	1552	593	0	540	NA	130	NA	216	NA	1048783	2431652	107568	uniq	4	55 + 597 part	6,63548896
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1048993	3845825	41609	uniq	4	NA	1,622889757
Ray k41	26	23	19	18	17	4057223	4049527	4024636	4006823	3979438	26	776823	4057223	4107985	65,68	65,68	331532	307044	148486	148486	4	5	9	9	5	3	159291	1	0 + 0 part	0	98,585	1,002	0	0,89	0	4014	4023	3614	505	38	776823	331511	306165	146565	141185	4	5	9	10	1049005	4107985	1346963	uniq	4	7982 + 73 part	49,18334658
Ray k41	436	24	12	6	0	1245029	383189	299723	224275	0	550	47055	1331786	3268305	35,73	35,77	2810	NA	1786	NA	104	NA	255	NA	8	7	91773	0	0 + 2 part	34	39,067	1,043	0	31,17	0,23	1556	1568	1284	129	7	47055	2756	0	1762	NA	110	NA	262	NA	1049056	3268305	1639674	strain	4	1100 + 934 part	75,25341117
Ray k41	10	0	0	0	0	11921	0	0	0	0	529	2371	329674	3125442	68,5	68,22	601	NA	538	NA	225	NA	371	NA	0	0	0	0	0 + 0 part	0	10,478	1,007	0	3,36	0	738	738	505	0	0	2371	601	0	538	NA	225	NA	371	NA	1049089	3125442	150629	uniq	4	91 + 1217 part	7,229169506
Ray k41	841	315	101	13	4	4804913	3413934	1932621	685357	396019	931	136069	4875720	5192961	66,94	66,83	7815	7307	4302	3707	159	180	368	427	26	20	215368	0	0 + 5 part	4867	88,822	1,056	0	44,14	0,61	5480	5558	4599	487	34	136069	7632	7099	4250	3647	164	185	376	436	1052944	5192961	257982	strain	4	5440 + 1050 part	7,451875722
Ray k41	173	36	23	6	1	935922	687471	595939	306735	155069	313	155069	1041551	4767709	64,41	67,04	14815	NA	2464	NA	17	NA	66	NA	13	11	61348	1	0 + 11 part	107919	18,943	1,034	0	89,8	2,55	1329	1337	946	102	12	155069	6092	0	1115	NA	24	NA	146	NA	1052947	4767709	753707	strain	4	972 + 499 part	23,71286712
Ray k41	50	30	13	3	0	452394	394378	262708	98570	0	51	36209	453333	5190212	64,95	66,83	13438	NA	8217	NA	11	NA	22	NA	24	17	208894	0	0 + 5 part	1050	8,473	1,035	0	27,06	0,68	516	521	411	56	3	35271	12022	0	5953	NA	11	NA	25	NA	1053058	5190212	1025896	strain	4	572 + 103 part	29,64896232
Ray k41	54	45	40	37	33	8311146	8284212	8253224	8192908	8046881	55	927710	8312012	7278430	65,85	65,87	316366	342377	176387	247679	8	7	16	13	20	15	2314158	20	0 + 1 part	56	98,742	1,157	0	1,21	0,31	6325	7224	6689	1364	168	927710	311249	316264	167228	234376	9	8	18	14	1139_AG	7278430	6047605	uniq	4	9200 + 39 part	124,6341244
Ray k41	21	21	21	19	18	3874250	3874250	3874250	3842103	3801501	21	737047	3874250	3480877	73,23	73,29	262379	291712	173213	182443	5	4	10	8	18	12	2558691	8	0 + 0 part	0	97,248	1,145	0	1,54	0,12	3144	3593	3291	490	59	716240	239031	239128	107128	135343	5	4	12	9	1220_AD	3480877	5653969	uniq	4	5854 + 45 part	243,6441592
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1220_AJ	3571513	17327	uniq	4	NA	0,727716797
Ray k41	515	302	153	25	3	4587595	3963336	2852195	832065	164186	543	57518	4607388	4566645	68,93	68,92	12998	13081	7572	7807	106	105	222	218	1	1	14384	0	0 + 0 part	0	99,103	1,018	0	3,31	0,15	4631	4658	4140	519	63	57518	12998	13081	7572	7807	106	105	222	218	1285_BH	4566645	557585	uniq	4	5973 + 707 part	18,31492266
Ray k41	7	0	0	0	0	14095	0	0	0	0	13	3408	18997	2975898	46,38	46,71	2189	NA	884	NA	4	NA	8	NA	0	0	0	0	0 + 1 part	162	0,633	1	0	472,52	0	26	26	18	1	0	3246	2189	0	884	NA	4	NA	8	NA	1286_AP	2975898	120657	strain	4	9 + 17 part	6,081710462
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1365_A	7207331	98969	uniq	4	NA	2,059756934
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample15_97	1103	484	circular_elem	4	NA	65,82048957
Ray k41	1	1	1	0	0	13248	13248	13248	0	0	1	13248	13248	12897	52,59	52,5	13248	13248	13248	13248	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,027	0	0	0	13	13	12	2	0	13248	13248	13248	13248	13248	1	1	1	1	Sample16_19	12897	2423	circular_elem	4	0 + 0 part	28,18097232
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample18_57	3420	22197	circular_elem	4	NA	973,5526316
Ray k41	1	1	0	0	0	8468	8468	0	0	0	1	8468	8468	8320	40,25	40,34	8468	8468	8468	8468	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,018	0	0	0	9	9	8	0	0	8468	8468	8468	8468	8468	1	1	1	1	Sample18_8	8320	13686	circular_elem	4	0 + 0 part	246,7427885
Ray k41	1	1	1	0	0	20550	20550	20550	0	0	1	20550	20550	9957	50,62	50,7	20550	20550	20550	20550	1	1	1	1	0	0	0	0	0 + 0 part	0	100	2,064	0	0	0	14	26	21	4	0	20550	20550	20550	20550	20550	1	1	1	1	Sample19_20	9957	83975	circular_elem	4	0 + 0 part	1265,064779
Ray k41	1	1	0	0	0	5162	5162	0	0	0	1	5162	5162	4959	35,22	35,27	5162	5162	5162	5162	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,066	0	0	40,33	5	5	5	1	0	5030	5030	5030	5030	5030	1	1	1	1	Sample19_52	4959	4513	circular_elem	4	0 + 0 part	136,5093769
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample19_56	4900	1223	circular_elem	4	NA	37,43877551
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_283	2721	509	circular_elem	4	NA	28,05953693
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_57	6280	9216	circular_elem	4	NA	220,1273885
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_89	5236	24162	circular_elem	4	NA	692,1886937
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_271	1739	266073	circular_elem	4	NA	22950,51754
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_273	1734	614	circular_elem	4	NA	53,11418685
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_288	1666	5165	circular_elem	4	NA	465,0360144
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_289	2362	715	circular_elem	4	NA	45,40643522
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_476	1678	74	circular_elem	4	NA	6,615017878
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_49	5285	5584	circular_elem	4	NA	158,4862819
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_527	1550	13458	circular_elem	4	NA	1302,387097
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_722	1210	530	circular_elem	4	NA	65,70247934
Ray k41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample9_2	5544	2217	circular_elem	4	NA	59,98376623
Ray k41	1	0	0	0	0	2212	0	0	0	0	1	2212	2212	2080	53,62	53,61	2212	2212	2212	2212	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,063	0	0	0	2	2	1	0	0	2212	2212	2212	2212	2212	1	1	1	1	Sample9_65	2080	274	circular_elem	4	0 + 0 part	19,75961538
Ray k41	1	1	0	0	0	5663	5663	0	0	0	2	5663	6318	2264253	31,53	30,86	5663	NA	5663	NA	1	NA	1	NA	0	0	0	0	0 + 1 part	138	0,273	1	0	1181,23	0	10	10	7	1	0	5525	5525	0	5525	NA	1	NA	1	NA	evo_1035930.011	2264253	113983	strain	4	12 + 3 part	7,551033387
Ray k41	535	138	12	0	0	2007441	974141	138049	0	0	637	15062	2083968	2413510	30,97	30,86	4651	4075	2910	1904	153	191	294	397	23	22	91905	0	0 + 6 part	510	76,19	1,134	0	125,08	0,65	2778	2823	2066	165	9	15062	4538	4001	2779	1835	155	194	300	406	evo_1035930.029	2413510	2005302	strain	4	2881 + 621 part	124,629813
Ray k41	51	3	1	0	0	129257	22009	10255	0	0	66	10255	140694	2296439	30,43	30,92	2894	NA	1867	NA	17	NA	33	NA	9	8	35340	1	0 + 0 part	0	6,073	1,013	0	179,98	0,72	198	198	146	9	0	5445	2439	0	1473	NA	19	NA	36	NA	evo_1035930.032	2296439	660938	strain	4	222 + 200 part	43,17149291
Ray k41	391	2	2	1	0	719318	57297	57297	39737	0	679	39737	933606	3363445	35,67	35,83	1577	NA	1040	NA	189	NA	373	NA	2	2	4151	0	0 + 2 part	49141	25,563	1,029	0	244,82	1,98	1662	1664	1063	25	0	4947	1458	0	929	NA	224	NA	426	NA	evo_1049056.011	3363445	3162133	strain	4	1067 + 1391 part	141,0220622
Ray k41	158	1	0	0	0	262250	5132	0	0	0	257	5132	340013	3524378	35,8	35,79	1448	NA	1029	NA	82	NA	151	NA	0	0	0	0	0 + 0 part	0	9,543	1,011	0	241,73	0,59	617	617	391	8	0	5132	1448	0	1029	NA	82	NA	151	NA	evo_1049056.013	3524378	670459	strain	4	377 + 506 part	28,53520536
Ray k41	146	0	0	0	0	250680	0	0	0	0	251	4989	330756	3374338	35,66	35,84	1470	NA	1012	NA	76	NA	144	NA	1	1	2169	0	0 + 0 part	0	9,696	1,011	0	325,82	1,22	607	607	391	6	0	4989	1434	0	1010	NA	77	NA	145	NA	evo_1049056.015	3374338	1602347	strain	4	364 + 486 part	71,22939374
Ray k41	14	0	0	0	0	26364	0	0	0	0	34	3475	39637	3382970	34,17	35,84	1392	NA	755	NA	9	NA	19	NA	1	1	2906	0	0 + 0 part	0	1,166	1,005	0	628,69	0	59	59	40	0	0	3475	1392	0	755	NA	9	NA	19	NA	evo_1049056.031	3382970	149277	strain	4	18 + 41 part	6,618902917
Ray k41	61	2	1	0	0	104169	20337	10470	0	0	129	10470	154445	3264668	35,6	35,82	1207	NA	912	NA	37	NA	74	NA	6	5	28438	0	0 + 0 part	0	4,513	1,052	0	194,12	4,75	221	225	171	5	0	5244	1201	0	887	NA	41	NA	79	NA	evo_1049056.039	3264668	21546	strain	4	105 + 273 part	0,989962838
Ray k41	39	0	0	0	0	53677	0	0	0	0	236	2494	186350	3384405	47,08	46,7	771	NA	624	NA	85	NA	153	NA	0	0	0	0	0 + 0 part	0	5,452	1,01	0	22,22	0	373	373	213	1	0	2494	771	0	624	NA	85	NA	153	NA	evo_1286_AP.008	3384405	409851	strain	4	161 + 478 part	18,16498026
Ray k41	906	36	1	0	0	2135265	220831	10636	0	0	1123	10636	2302305	3211060	46,71	46,7	2589	1829	1657	NA	312	524	593	NA	1	1	1811	3	0 + 0 part	0	65,45	1,096	0	226,25	0,62	3317	3326	2548	97	1	10636	2589	1829	1652	NA	313	524	594	NA	evo_1286_AP.026	3211060	1469507	strain	4	3004 + 1699 part	68,64588329
Ray k41	193	5	1	0	0	396957	38821	11909	0	0	296	11909	473136	3098187	47,07	46,68	1856	NA	1290	NA	81	NA	156	NA	1	1	1811	0	0 + 0 part	0	14,865	1,028	0	315,93	1,3	719	720	545	16	1	11909	1856	0	1248	NA	81	NA	157	NA	evo_1286_AP.033	3098187	689246	strain	4	495 + 581 part	33,37012905
Ray k41	27	1	1	1	0	88740	43683	43683	43683	0	61	43683	112888	3083256	47,21	46,67	2421	NA	1046	NA	6	NA	24	NA	0	0	0	0	0 + 0 part	0	3,649	1,003	0	184,88	0	160	160	128	5	0	43683	2421	0	1046	NA	6	NA	24	NA	evo_1286_AP.037	3083256	501952	strain	4	146 + 140 part	24,41989896
Ray k51	54	47	47	42	34	6466511	6452758	6452758	6356945	6074280	55	531442	6467333	6278004	66,58	66,49	206825	206825	127007	131241	9	9	19	18	25	17	3075175	0	0 + 2 part	313	96,549	1,067	0	1,12	0,12	5621	5977	5474	850	79	496344	152432	152432	98044	103442	14	14	27	26	1030752	6278004	4133072	uniq	4	11418 + 102 part	98,75125916
Ray k51	7	0	0	0	0	8102	0	0	0	0	326	1536	202999	4620491	62,27	62,12	603	NA	545	NA	140	NA	229	NA	0	0	0	1	0 + 2 part	109	4,351	1,011	0	2,98	0	436	436	297	0	0	1473	602	0	544	NA	140	NA	229	NA	1030755	4620491	336727	uniq	4	66 + 828 part	10,93153303
Ray k51	1456	0	0	0	0	2246483	0	0	0	0	3307	4462	3590626	4900391	41,28	41,31	1185	925	839	NA	1042	1669	1945	NA	4	4	6922	0	0 + 3 part	208	69,25	1,058	0	7,66	0,09	5426	5434	4064	132	0	4462	1184	924	838	NA	1043	1670	1946	NA	1030836	4900391	579419	uniq	4	1592 + 3812 part	17,73590107
Ray k51	0	0	0	0	0	0	0	0	0	0	3	753	1998	3289345	55,11	68,33	632	NA	613	NA	2	NA	3	NA	0	0	0	0	0 + 0 part	0	0,061	1	0	0	0	NA	NA	NA	NA	NA	753	632	0	613	NA	2	NA	3	NA	1030878	3289345	117951	uniq	4	0 + 0 part	5,378776018
Ray k51	72	63	59	50	42	7534688	7511981	7485870	7332261	7043456	72	564109	7534688	7281938	53	53,04	221105	221105	110010	120027	12	12	24	22	30	22	2361157	0	0 + 3 part	988	94,577	1,094	0	0,68	0,07	5823	6289	5557	1000	160	564109	165691	203117	82072	96271	13	12	28	26	1035900	7281938	4418897	uniq	4	7944 + 88 part	91,02447041
