"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"refLength"	"refMapping"	"group"	"assemblerGroup"	"assemblerRealName"	"cov"
"goofy_tesla_1"	1336	363	136	5	0	5402338	3356915	1902315	138464	0	1737	30535	5697036	3394420	39.87	39.9	6152	"10704"	2562	"6402"	277	"117"	625	"229"	1	1	1382	0	"0 + 325 part"	2290285	96.242	1.043	40017.21	19.22	0.43	"4739"	"4739"	"3712"	"211"	"9"	15310	"924"	1869	"-"	"1109"	"1420"	"523"	"-"	"1122"	"1036695"	3394420	199382	"uniq"	"7"	"Meraga k33-k63"	8.81072465988298
"goofy_tesla_1"	56	41	39	20	11	2208933	2173143	2157826	1846996	1519444	61	362818	2212903	2233018	27.78	27.84	89806	"89806"	38318	"38318"	6	"6"	15	"15"	1	1	562	3	"0 + 1 part"	32	98.621	1.005	472	0.27	0.14	"2210"	"2210"	"1905"	"287"	"26"	362818	"89146"	89146	"38318"	"38318"	"6"	"6"	"15"	"15"	"1036701"	2233018	564106	"uniq"	"7"	"Meraga k33-k63"	37.8930666927002
"goofy_tesla_1"	77	65	58	43	25	4112746	4084419	4029533	3766711	3085269	84	376769	4117132	4151980	48.26	48.23	121484	"121484"	49748	"49748"	11	"11"	26	"26"	5	3	245546	0	"0 + 0 part"	0	99.13	1	20.82	0	0.05	"3872"	"3872"	"3453"	"500"	"40"	376769	"97572"	97572	"45210"	"45210"	"11"	"11"	"28"	"28"	"1036704"	4151980	1776844	"uniq"	"7"	"Meraga k33-k63"	64.1926502536139
"goofy_tesla_1"	1034	292	114	7	0	4350751	2812119	1676306	195498	0	1392	31224	4618995	2627109	49.53	49.51	6161	"11247"	2578	"6647"	207	"81"	477	"154"	1	1	2485	0	"0 + 271 part"	2008880	95.021	1.046	43361.16	17.67	0.4	"3830"	"3830"	"2817"	"125"	"1"	16935	"787"	1694	"-"	"1029"	"1336"	"458"	"-"	"961"	"1036716"	2627109	155220	"uniq"	"7"	"Meraga k33-k63"	8.86259382461862
"goofy_tesla_1"	982	319	169	23	0	5050175	3813083	2858313	719808	0	1321	39176	5303490	2473383	28.51	28.57	10824	"20492"	3350	"15684"	150	"47"	360	"83"	6	6	8325	3	"0 + 310 part"	2785958	95.784	1.063	52547.89	9.88	0.68	"3771"	"3771"	"2761"	"95"	"2"	7338	"-"	1465	"-"	"1002"	"-"	"552"	"-"	"1068"	"1036731"	2473383	160590	"uniq"	"7"	"Meraga k33-k63"	9.73909014495531
"goofy_tesla_1"	1096	257	59	0	0	3889739	2032514	761872	0	0	1379	22684	4100056	2938633	28.63	28.63	4930	"6206"	2319	"4418"	261	"160"	570	"294"	0	0	0	1	"0 + 190 part"	1163817	96.859	1.032	28293.03	20.31	0.32	"3814"	"3814"	"2960"	"182"	"8"	17890	"1536"	2394	"-"	"1313"	"659"	"358"	"-"	"768"	"1036782"	2938633	162055	"uniq"	"7"	"Meraga k33-k63"	8.27195842420609
"goofy_tesla_1"	29	26	26	25	23	4963027	4957100	4957100	4941374	4854460	34	637882	4966387	4983771	60.52	60.5	294783	"294783"	155551	"155551"	6	"6"	13	"13"	4	3	1012926	2	"0 + 0 part"	0	99.583	1.001	56.14	0.85	0.24	"4608"	"4608"	"4165"	"678"	"80"	459231	"235481"	235481	"142096"	"142096"	"7"	"7"	"15"	"15"	"1036785"	4983771	3262285	"uniq"	"7"	"Meraga k33-k63"	98.1872461635978
"goofy_tesla_1"	1608	374	89	1	0	5620246	2969560	1139521	31972	0	2108	31972	5990775	4131007	66.73	66.67	4916	"6341"	2164	"4586"	380	"222"	847	"401"	15	15	36486	2	"0 + 321 part"	1909807	95.63	1.033	31759.81	25.31	0.43	"5457"	"5457"	"4180"	"285"	"13"	14412	"1237"	2062	"-"	"1168"	"1171"	"580"	"-"	"1257"	"1036800"	4131007	226977	"uniq"	"7"	"Meraga k33-k63"	8.24170716728391
"goofy_tesla_1"	1934	31	0	0	0	3758273	189408	0	0	0	3251	9418	4721542	5165242	67.86	67.84	1759	"1625"	1110	"942"	883	"1014"	1728	"2054"	5	5	7616	4	"0 + 29 part"	45650	89.677	1.01	848.03	74.83	0.58	"6532"	"6534"	"4956"	"231"	"6"	9418	"1720"	1591	"1082"	"918"	"907"	"1041"	"1773"	"2109"	"1036803"	5165242	210484	"uniq"	"7"	"Meraga k33-k63"	6.11251128214322
"goofy_tesla_1"	3420	1308	711	150	10	20596663	17254183	13445456	5188178	566576	5136	69154	21856264	9745282	69.08	69.05	11839	"26191"	5889	"19433"	483	"138"	1158	"249"	8	8	23165	69	"0 + 1287 part"	11798588	94.92	1.087	54924.49	56.59	2.44	"15529"	"15529"	"11399"	"372"	"7"	15521	"-"	1353	"-"	"965"	"-"	"2450"	"-"	"4580"	"1048861"	9745282	704100	"uniq"	"7"	"Meraga k33-k63"	10.8375519559106
"goofy_tesla_1"	199	1	1	0	0	263526	16336	16336	0	0	2706	16336	1881465	10810212	68.98	68.95	675	NA	572	NA	1062	NA	1826	NA	8	8	6297	3	"0 + 20 part"	21884	17.16	1.003	659.22	605.22	3.61	"3830"	"3830"	"2534"	"6"	"0"	2750	"666"	0	"566"	NA	"1094"	NA	"1866"	NA	"1048870"	10810212	173930	"uniq"	"7"	"Meraga k33-k63"	2.41341242891444
"goofy_tesla_1"	3618	1504	852	171	20	23724076	20471645	16319565	6298230	1216675	5258	82628	24932903	12276125	66.22	66.2	14294	"25280"	6118	"18270"	513	"165"	1201	"308"	8	8	26805	437	"0 + 1197 part"	11038966	96.891	1.168	49898.37	3.86	2.35	"17871"	"17872"	"13665"	"624"	"20"	36313	"297"	1663	"-"	"1127"	"8383"	"2037"	"-"	"4297"	"1048885"	12276125	964000	"uniq"	"7"	"Meraga k33-k63"	11.7789611950025
"goofy_tesla_1"	31	18	15	13	12	2937927	2906908	2882470	2851960	2815616	37	608773	2942060	2958257	32.17	32.24	317985	"317985"	142652	"142652"	4	"4"	7	"7"	2	1	369010	1	"0 + 1 part"	6614	99.028	1.002	378.88	0.27	0.03	"2614"	"2614"	"2446"	"460"	"66"	608773	"250815"	250815	"135373"	"135373"	"4"	"4"	"8"	"8"	"1048939"	2958257	1468994	"uniq"	"7"	"Meraga k33-k63"	74.4861247687405
"goofy_tesla_1"	55	0	0	0	0	64684	0	0	0	0	1544	1618	1008012	7410016	43.86	43.75	637	NA	555	NA	641	NA	1065	NA	0	0	0	1	"0 + 8 part"	3554	13.543	1.001	0	695.71	2.09	"1983"	"1983"	"1345"	"0"	"0"	1618	"636"	0	"554"	NA	"645"	NA	"1071"	NA	"1048942"	7410016	94996	"uniq"	"7"	"Meraga k33-k63"	1.92299179920799
"goofy_tesla_1"	833	1	0	0	0	1094196	6029	0	0	0	4465	6029	3565171	7241272	41.92	41.93	801	NA	627	NA	1606	NA	2870	NA	1	1	1295	2	"0 + 21 part"	3290	48.93	1.005	70.8	323.98	1.55	"6117"	"6117"	"4527"	"24"	"0"	3505	"797"	0	"626"	NA	"1612"	NA	"2879"	NA	"1048945"	7241272	166474	"uniq"	"7"	"Meraga k33-k63"	3.44844110261291
"goofy_tesla_1"	269	190	63	4	0	1916381	1808496	966638	123096	0	430	33642	2017692	3668822	64.82	66.54	7508	"1627"	6429	NA	68	"203"	142	NA	0	0	0	18	"0 + 174 part"	1306789	17.333	1.118	67846.13	186.97	4.56	"1190"	"1190"	"743"	"22"	"2"	21061	"-"	0	"-"	NA	"-"	NA	"-"	NA	"1048966"	3668822	316195	"strain"	"7"	"Meraga k33-k63"	12.9276508917576
"goofy_tesla_1"	45	0	0	0	0	51754	0	0	0	0	1027	1601	683188	3685266	59.79	60.09	652	NA	566	NA	423	NA	705	NA	3	3	1958	0	"0 + 11 part"	2474	18.442	1.002	0	676.81	2.8	"1451"	"1451"	"932"	"1"	"0"	1558	"649"	0	"563"	NA	"424"	NA	"707"	NA	"1048978"	3685266	53535	"uniq"	"7"	"Meraga k33-k63"	2.17901502903725
"goofy_tesla_1"	248	0	0	0	0	310917	0	0	0	0	1892	2138	1413646	3867412	58.96	59.01	736	NA	603	NA	714	NA	1246	NA	2	2	1708	0	"0 + 23 part"	2267	36.368	1.003	0	464.63	2.06	"2766"	"2766"	"1898"	"7"	"0"	2138	"734"	0	"601"	NA	"715"	NA	"1248"	NA	"1049011"	3867412	76819	"uniq"	"7"	"Meraga k33-k63"	2.97947309466899
"goofy_tesla_1"	1533	564	338	82	8	9884211	8309728	6860559	2939849	428041	2164	59410	10346776	4506111	41.47	41.47	15437	"30446"	6127	"21650"	200	"57"	471	"102"	1	1	682	33	"0 + 533 part"	5600649	96.742	1.089	55333.58	6.84	1.03	"6401"	"6401"	"5147"	"234"	"4"	10390	"-"	1442	"-"	"1040"	"-"	"1055"	"-"	"1975"	"1049032"	4506111	325172	"uniq"	"7"	"Meraga k33-k63"	10.8243671760416
"goofy_tesla_1"	39	21	17	15	15	3141868	3108118	3079256	3045433	3045433	43	883025	3144699	3155334	31.21	31.25	296732	"296732"	124775	"124775"	3	"3"	7	"7"	1	1	623	0	"0 + 0 part"	0	99.537	1.001	62.61	0.03	0.16	"2868"	"2868"	"2639"	"451"	"63"	882054	"295768"	295768	"124775"	"124775"	"3"	"3"	"7"	"7"	"1049035"	3155334	1645449	"uniq"	"7"	"Meraga k33-k63"	78.2222579289546
"goofy_tesla_1"	138	0	0	0	0	168211	0	0	0	0	1804	2216	1261181	5050264	39.98	39.91	687	NA	579	NA	715	NA	1218	NA	7	7	5036	0	"0 + 6 part"	1343	24.887	1.003	0	538.97	0.56	"2329"	"2329"	"1692"	"2"	"0"	2216	"684"	0	"577"	NA	"717"	NA	"1221"	NA	"1049083"	5050264	81615	"uniq"	"7"	"Meraga k33-k63"	2.42408119654735
"goofy_tesla_1"	184	121	89	56	35	5408258	5268777	5041333	4525613	3786330	213	258330	5428999	5484531	65.49	65.48	82322	"82322"	40462	"40120"	20	"20"	42	"43"	13	13	293972	10	"0 + 4 part"	14812	98.184	1.006	773.14	0.19	0.2	"5151"	"5151"	"4421"	"667"	"61"	258330	"81431"	81431	"36290"	"35640"	"20"	"20"	"44"	"45"	"1052941"	5484531	1430239	"uniq"	"7"	"Meraga k33-k63"	39.1165352151351
"goofy_tesla_1"	1191	498	228	61	7	7646229	6569688	4802356	2280616	460877	1739	102939	8040324	5431076	67.8	67.8	13217	"21335"	5973	"12981"	159	"80"	404	"163"	16	15	163191	410	"0 + 234 part"	1321302	95.326	1.298	33653.15	17.58	7.13	"7543"	"7543"	"5676"	"307"	"6"	82245	"1498"	5323	"-"	"1460"	"749"	"192"	"-"	"785"	"1052950"	5431076	491164	"uniq"	"7"	"Meraga k33-k63"	13.5653782049818
"goofy_tesla_1"	41	0	0	0	0	50973	0	0	0	0	502	2080	342542	4217986	66.26	67.73	657	NA	560	NA	197	NA	340	NA	3	3	2626	0	"0 + 13 part"	4076	8.008	1.003	0	689.83	3.55	"750"	"750"	"457"	"0"	"0"	2080	"648"	0	"555"	NA	"202"	NA	"346"	NA	"1052953"	4217986	70576	"uniq"	"7"	"Meraga k33-k63"	2.50982340861255
"goofy_tesla_1"	94	47	24	6	2	863468	768812	614677	336516	189647	112	100516	876959	2513744	60.96	66.15	18794	NA	7152	NA	11	NA	30	NA	2	2	2195	6	"0 + 19 part"	117510	29.132	1.037	16402.59	8.33	2.05	"829"	"829"	"607"	"65"	"6"	100516	"14605"	0	"1843"	NA	"12"	NA	"55"	NA	"1052959"	2513744	433346	"strain"	"7"	"Meraga k33-k63"	25.8585997619487
"goofy_tesla_1"	297	169	56	13	5	2506720	2273311	1539470	918295	647467	423	289843	2589394	2364912	66.21	66.55	12582	"16200"	6318	"6651"	36	"27"	114	"88"	2	2	12973	7	"0 + 129 part"	819870	73.744	1.015	32325.32	8.26	0.97	"2270"	"2270"	"1720"	"159"	"11"	289843	"2299"	5334	"-"	NA	"72"	"39"	"-"	NA	"1052965"	2364912	672720	"strain"	"7"	"Meraga k33-k63"	42.668818120928
"goofy_tesla_1"	724	436	150	12	1	4648659	4209923	2342174	420520	77989	1405	77989	5089133	3864762	65.7	66.31	7357	"11599"	6070	"6859"	177	"114"	369	"226"	3	2	97893	5	"0 + 409 part"	3075020	50.977	1.022	60666.11	5.08	0.41	"3601"	"3601"	"2402"	"85"	"8"	57590	"-"	427	"-"	NA	"-"	"1811"	"-"	NA	"1052968"	3864762	1404725	"strain"	"7"	"Meraga k33-k63"	54.5204982868285
"goofy_tesla_1"	662	297	142	23	2	4224992	3611423	2592091	852435	141899	1041	74873	4486311	3648644	42.03	42.12	11326	"14845"	5945	"8185"	110	"76"	254	"158"	9	9	151218	139	"0 + 132 part"	831007	85.1	1.177	29378.97	27.18	7.18	"4005"	"4005"	"3148"	"218"	"7"	73027	"1797"	3801	"-"	"1066"	"321"	"156"	"-"	"681"	"1052974"	3648644	341271	"strain"	"7"	"Meraga k33-k63"	14.0300478753203
"goofy_tesla_1"	393	57	22	5	1	1274453	653556	432614	189854	67026	795	67026	1554907	3602225	40.91	41.99	3034	NA	1244	NA	91	NA	296	NA	6	5	77529	33	"0 + 31 part"	153640	35.265	1.104	16895.61	191.92	6.3	"1806"	"1806"	"1313"	"48"	"1"	29752	"1498"	0	"665"	NA	"220"	NA	"620"	NA	"1052977"	3602225	182120	"strain"	"7"	"Meraga k33-k63"	7.58364621865652
"goofy_tesla_1"	866	324	106	15	0	4473816	3361214	1839433	513918	0	887	48315	4487074	6919612	61.78	61.97	7443	"4566"	4993	NA	155	"345"	325	NA	7	6	31890	15	"0 + 151 part"	997789	48.815	1.033	24556.85	0.98	1.12	"4071"	"4071"	"3175"	"300"	"17"	47710	"4026"	0	"363"	NA	"220"	NA	"1003"	NA	"1052992"	6919612	9256675	"strain"	"7"	"Meraga k33-k63"	200.661720628266
"goofy_tesla_1"	645	255	80	18	2	3421978	2697802	1521454	634495	102298	709	52243	3463758	6860017	61.31	62.08	7326	"821"	5848	NA	106	"654"	238	NA	3	3	24810	26	"0 + 169 part"	1076840	32.622	1.067	35230.43	7.1	2.1	"2856"	"2856"	"2130"	"159"	"9"	50717	"1556"	0	"-"	NA	"312"	NA	"-"	NA	"1052995"	6860017	1681048	"strain"	"7"	"Meraga k33-k63"	36.7575182393863
"goofy_tesla_1"	643	142	17	0	0	1943511	1078325	230342	0	0	643	20918	1943511	2512854	55.84	56	6097	"2834"	1957	"1077"	124	"194"	280	"587"	1	1	5585	3	"0 + 128 part"	821259	43.738	1.021	43034.28	0	0.09	"1596"	"1596"	"1197"	"53"	"0"	7694	"1012"	0	"-"	NA	"531"	NA	"-"	NA	"1052998"	2512854	8175198	"strain"	"7"	"Meraga k33-k63"	488.002764983561
"goofy_tesla_1"	104	4	0	0	0	189294	28718	0	0	0	250	7408	291414	2627482	50.22	55.8	1296	NA	817	NA	65	NA	137	NA	1	1	1089	0	"0 + 5 part"	25049	10.08	1.006	8536.31	126.86	0.76	"427"	"427"	"280"	"4"	"0"	3475	"1060"	0	"693"	NA	"86"	NA	"171"	NA	"1053004"	2627482	95009	"strain"	"7"	"Meraga k33-k63"	5.42395723357953
"goofy_tesla_1"	187	131	35	2	0	1219556	1139583	495964	61773	0	341	34756	1311816	3687444	61.43	63.98	7143	NA	6264	NA	57	NA	106	NA	0	0	0	10	"0 + 115 part"	753037	14.156	1.07	59786.28	22.61	2.68	"905"	"905"	"547"	"29"	"5"	34756	"-"	0	"-"	NA	"-"	NA	"-"	NA	"1053022"	3687444	1005316	"strain"	"7"	"Meraga k33-k63"	40.8948312164198
"goofy_tesla_1"	256	109	37	3	0	1234180	998214	539104	97371	0	653	36299	1490079	3764101	61.64	64.03	6378	NA	1609	NA	68	NA	161	NA	1	1	1181	0	"0 + 110 part"	741188	19.369	1.027	49395.9	83.53	0.14	"1274"	"1274"	"844"	"19"	"0"	4656	"315"	0	"-"	NA	"805"	NA	"-"	NA	"1053025"	3764101	265376	"strain"	"7"	"Meraga k33-k63"	10.5752741491262
"goofy_tesla_1"	92	66	23	5	0	736624	696749	407964	145225	0	137	32420	765804	3769101	60.66	63.91	11248	NA	6598	NA	21	NA	46	NA	0	0	0	16	"0 + 43 part"	279053	11.475	1.125	43366.06	6.01	1.85	"589"	"589"	"409"	"33"	"5"	32278	"746"	0	"-"	NA	"96"	NA	"-"	NA	"1053028"	3769101	812701	"strain"	"7"	"Meraga k33-k63"	32.3432961865442
"goofy_tesla_1"	1016	132	12	0	0	2478726	912043	150710	0	0	2179	16671	3296749	3805060	64.61	64.75	1887	"1555"	1003	"743"	398	"547"	1010	"1454"	2	2	2287	3	"0 + 111 part"	548334	70.623	1.023	16566.32	49.98	0.93	"4171"	"4171"	"3064"	"148"	"17"	9526	"1114"	940	"625"	NA	"811"	"1059"	"1802"	NA	"1053031"	3805060	205178	"uniq"	"7"	"Meraga k33-k63"	8.08836128733844
"goofy_tesla_1"	8	7	7	4	1	220895	219820	219820	171071	65245	65	65245	256239	2683588	33.8	34.06	35088	NA	21912	NA	3	NA	5	NA	2	2	36015	4	"0 + 3 part"	345	9.379	1.017	1194.59	260.63	11.12	"307"	"307"	"239"	"25"	"1"	65173	"25925"	0	"13487"	NA	"3"	NA	"7"	NA	"1053034"	2683588	29371	"strain"	"7"	"Meraga k33-k63"	1.64170133418394
"goofy_tesla_1"	121	76	62	35	15	2520581	2421700	2325268	1865995	1125366	146	166609	2538528	2728734	34.24	34.31	44694	"43304"	22733	"21053"	19	"21"	37	"44"	23	16	781835	2	"0 + 5 part"	26674	91.084	1.011	1954.95	0.08	0.28	"2610"	"2610"	"2203"	"278"	"21"	104081	"33928"	32329	"19034"	"14509"	"24"	"27"	"49"	"57"	"1053037"	2728734	660070	"strain"	"7"	"Meraga k33-k63"	36.2844088137576
"goofy_tesla_1"	140	101	88	68	46	7083297	6993810	6899237	6584902	5787531	168	366818	7101100	7144647	68.32	68.31	116291	"103914"	64958	"64958"	18	"19"	39	"39"	4	4	144835	1	"0 + 1 part"	3251	99.076	1.003	268.92	0.85	0.3	"6622"	"6622"	"5888"	"991"	"101"	366818	"103914"	103914	"64958"	"64404"	"19"	"19"	"39"	"40"	"1053040"	7144647	4925675	"uniq"	"7"	"Meraga k33-k63"	103.413261704882
"goofy_tesla_1"	986	316	203	96	30	8168080	7153598	6419378	4708704	2308144	1359	157809	8441297	6600894	70.83	70.79	32071	"38934"	10410	"21475"	79	"53"	195	"107"	7	7	56355	443	"0 + 86 part"	415812	97.972	1.241	21862.36	4.13	6.6	"7705"	"7705"	"6353"	"608"	"54"	113151	"13879"	23964	"918"	"3975"	"129"	"78"	"1113"	"219"	"1053049"	6600894	620207	"uniq"	"7"	"Meraga k33-k63"	14.093704580016
"goofy_tesla_1"	1773	181	9	0	0	4610906	1202396	119999	0	0	2535	17997	5168387	5028997	67.57	67.55	2753	"2825"	1568	"1656"	569	"544"	1187	"1122"	6	6	19605	2	"0 + 80 part"	349539	94.541	1.014	6637.39	38.34	0.61	"6338"	"6339"	"4916"	"319"	"14"	16461	"2337"	2399	"1209"	"1282"	"682"	"652"	"1450"	"1366"	"1053055"	5028997	240234	"uniq"	"7"	"Meraga k33-k63"	7.16546460457224
"goofy_tesla_1"	23	0	0	0	0	26445	0	0	0	0	691	1626	443377	4198864	61.44	61.47	623	NA	555	NA	293	NA	481	NA	2	2	1083	1	"0 + 5 part"	516	10.543	1.001	0	694.41	2.26	"979"	"979"	"619"	"0"	"0"	1626	"622"	0	"554"	NA	"293"	NA	"482"	NA	"1139_AA"	4198864	52190	"uniq"	"7"	"Meraga k33-k63"	1.86443285612489
"goofy_tesla_1"	1	0	0	0	0	1155	0	0	0	0	80	1155	46824	5696255	66.66	66.71	559	NA	524	NA	36	NA	58	NA	0	0	0	0	"0 + 4 part"	1352	0.798	1	0	1169.95	0	"115"	"115"	"59"	"0"	"0"	923	"550"	0	"519"	NA	"37"	NA	"59"	NA	"1139_AF"	5696255	32379	"uniq"	"7"	"Meraga k33-k63"	0.852639146246086
"goofy_tesla_1"	0	0	0	0	0	0	0	0	0	0	118	986	70977	5810167	59.3	59.34	591	NA	535	NA	53	NA	84	NA	0	0	0	0	"0 + 1 part"	86	1.22	1	0	998.77	0	"167"	"167"	"97"	"0"	"0"	986	"589"	0	"535"	NA	"53"	NA	"84"	NA	"1139_AL"	5810167	37577	"uniq"	"7"	"Meraga k33-k63"	0.970118414840744
"goofy_tesla_1"	14	14	14	13	12	2844711	2844711	2844711	2823390	2777581	18	752604	2847150	5593517	66.31	66.59	689667	"45809"	197539	NA	2	"13"	5	NA	1	1	551	3	"0 + 0 part"	0	50.861	1.001	48.43	0.56	0.32	"2682"	"2682"	"2390"	"418"	"27"	752604	"689304"	45809	"197539"	NA	"2"	"13"	"5"	NA	"1139_AW"	5593517	1050885	"strain"	"7"	"Meraga k33-k63"	28.1813302793216
"goofy_tesla_1"	904	391	115	11	2	4652710	3738501	1912912	421714	150563	1229	94832	4858687	4627881	71.74	72.13	7017	"7161"	5659	"5982"	184	"167"	374	"344"	0	0	0	12	"0 + 307 part"	2111758	57.413	1.034	44976.2	0.41	0.64	"3478"	"3478"	"2737"	"204"	"15"	94832	"621"	734	"-"	NA	"1106"	"935"	"-"	NA	"1139_B"	4627881	2888177	"uniq"	"7"	"Meraga k33-k63"	93.6122925373405
"goofy_tesla_1"	821	655	372	73	8	9101133	8851065	7073427	2777094	643271	1137	216079	9300687	6327675	66.87	66.89	16112	"21879"	10239	"15997"	172	"90"	363	"178"	4	4	69726	164	"0 + 556 part"	4795665	61.594	1.156	57731.1	23.19	2.28	"5894"	"5894"	"4386"	"214"	"16"	201028	"-"	967	"-"	NA	"-"	"1160"	"-"	NA	"1139_BF"	6327675	686393	"strain"	"7"	"Meraga k33-k63"	16.2712133603575
"goofy_tesla_1"	1259	757	320	25	3	8780114	7964708	5164741	929481	269406	1860	153529	9155925	6070022	66.49	66.61	11268	"14758"	6165	"11313"	266	"140"	571	"264"	1	1	681	45	"0 + 656 part"	4984250	65.321	1.052	56200.61	16.75	0.76	"6282"	"6282"	"4600"	"191"	"22"	147344	"-"	916	"-"	NA	"-"	"1330"	"-"	NA	"1139_CF"	6070022	2345168	"uniq"	"7"	"Meraga k33-k63"	57.9528706815231
"goofy_tesla_1"	827	411	229	63	10	6797513	6201344	5020010	2515262	732871	1309	96795	7132907	4660190	72.53	72.24	16624	"26835"	6727	"16978"	115	"56"	270	"111"	1	1	12524	315	"0 + 239 part"	1742148	89.974	1.286	39952.42	21.77	5.8	"5673"	"5673"	"4546"	"333"	"24"	72883	"1142"	3549	"-"	"1204"	"902"	"184"	"-"	"841"	"1139_CJ"	4660190	439028	"uniq"	"7"	"Meraga k33-k63"	14.1312264092237
"goofy_tesla_1"	2150	465	145	7	0	7266335	4073795	2033119	197374	0	3353	31794	8126802	5751313	65.91	65.78	5059	"6417"	1702	"4036"	463	"266"	1242	"519"	6	6	10932	5	"0 + 445 part"	2844187	88.847	1.034	34843.58	50.96	1.51	"8271"	"8271"	"6190"	"247"	"8"	12501	"956"	1438	"-"	"859"	"2184"	"1163"	"-"	"2460"	"1139_CO"	5751313	333784	"uniq"	"7"	"Meraga k33-k63"	8.70542083173008
"goofy_tesla_1"	27	19	19	14	9	2130286	2111152	2111152	2023629	1843012	38	738143	2138860	5520981	66.89	66.59	199184	NA	115747	NA	3	NA	6	NA	1	1	658	1	"0 + 0 part"	0	38.69	1.001	84.95	0.33	0.28	"2090"	"2090"	"1878"	"311"	"14"	737207	"199184"	0	"115747"	NA	"3"	NA	"6"	NA	"1139_T"	5520981	562851	"strain"	"7"	"Meraga k33-k63"	15.2921464500602
"goofy_tesla_1"	566	408	111	3	1	3879392	3593884	1610817	108552	50961	968	50961	4132709	7150668	65.97	66.11	7207	"5427"	6304	NA	171	"405"	326	NA	0	0	0	12	"0 + 383 part"	2657126	19.676	1.049	65198.3	2.35	1.14	"2440"	"2441"	"1720"	"63"	"7"	50961	"-"	0	"-"	NA	"-"	NA	"-"	NA	"1139_Y"	7150668	1565224	"strain"	"7"	"Meraga k33-k63"	32.8337995834795
"goofy_tesla_1"	15	13	13	13	13	3859908	3857653	3857653	3857653	3857653	21	806985	3864042	3867359	67.7	67.68	553675	"553675"	245879	"245879"	3	"3"	6	"6"	3	2	246698	5	"0 + 0 part"	0	99.734	1.002	165.55	0.13	0.26	"3560"	"3560"	"3294"	"495"	"48"	786238	"552508"	374310	"210837"	"210837"	"3"	"4"	"7"	"7"	"1220_A"	3867359	992264	"uniq"	"7"	"Meraga k33-k63"	38.4861089958289
"goofy_tesla_1"	49	0	0	0	0	54323	0	0	0	0	1477	1445	957322	7664053	44.49	44.47	631	NA	554	NA	617	NA	1023	NA	8	8	5681	5	"0 + 6 part"	215	12.466	1.003	0	704.09	2.51	"1839"	"1839"	"1235"	"0"	"0"	1445	"627"	0	"553"	NA	"619"	NA	"1026"	NA	"1220_AO"	7664053	95174	"strain"	"7"	"Meraga k33-k63"	1.8627350306685
"goofy_tesla_1"	578	278	111	16	0	3462963	3013370	1922340	523953	0	1223	46361	3908286	4492106	69.42	70.44	9793	"6634"	5808	"1146"	115	"153"	264	"491"	1	1	1161	49	"0 + 239 part"	1793647	42.203	1.115	49686.15	135.51	7.02	"3089"	"3089"	"2212"	"79"	"4"	39971	"-"	0	"-"	NA	"-"	NA	"-"	NA	"1220_AR"	4492106	391673	"uniq"	"7"	"Meraga k33-k63"	13.0787096297371
"goofy_tesla_1"	775	432	104	5	0	4271731	3738044	1558271	160820	0	948	41831	4376775	4247614	71.95	72.52	7014	"7052"	6249	"6331"	191	"182"	356	"341"	0	0	0	4	"0 + 414 part"	2881044	34.55	1.019	66100.98	9.54	2.04	"2552"	"2552"	"1747"	"63"	"9"	41831	"-"	0	"-"	NA	"-"	NA	"-"	NA	"1220_AX"	4247614	2945710	"strain"	"7"	"Meraga k33-k63"	104.024635948558
"goofy_tesla_1"	1	1	1	1	1	617146	617146	617146	617146	617146	4	617146	618958	5513026	66.77	66.61	617146	NA	617146	NA	1	NA	1	NA	2	2	1209	1	"0 + 0 part"	0	11.194	1.003	290.33	1.3	0.65	"580"	"580"	"525"	"96"	"8"	615349	"615349"	0	"615349"	NA	"1"	NA	"1"	NA	"1220_BB"	5513026	140835	"strain"	"7"	"Meraga k33-k63"	3.8318792619516
"goofy_tesla_1"	31	20	13	3	1	345846	324385	278039	151017	64228	43	64228	353978	7279731	62.38	66.08	13765	NA	11034	NA	5	NA	12	NA	0	0	0	1	"0 + 14 part"	98010	3.454	1.018	28880.89	5.17	1.19	"279"	"279"	"227"	"28"	"6"	64228	"12706"	0	"-"	NA	"5"	NA	"-"	NA	"1220_BD"	7279731	1318426	"strain"	"7"	"Meraga k33-k63"	27.1663746915923
